CSA2010,aastud10,aastud11,aastud12,abse10,abse11,abse12,abshs10,abshs11,abshs12,absmd10,absmd11,absmd12,affordm12,affordr12,age18_10,age24_10,age5_10,age64_10,age65_10,artbus11,artbus12,artemp11,artemp12,baltvac11,baltvac12,banks11,banks12,birthwt10,birthwt11,birthwt12,biz1_10,biz1_11,biz1_12,biz2_10,biz2_11,biz2_12,biz4_10,biz4_11,biz4_12,bkln12,caracc11,carpool12,cashsa11,cashsa12,caslt11,clogged10,clogged11,clogged12,cmos11,compl10,compl11,compl12,comprop10,comprop11,comprop12,constper11,constper12,crehab10,crehab11,crehab12,crime10,crime11,crime12,demper11,demper12,dirtyst10,dirtyst11,dirtyst12,dom10,dom11,dom12,domvio10,domvio11,drop10,drop11,drop12,drvalone12,eattend10,eattend11,eattend12,ebl10,ebl11,ebl12,eenrol11,eenrol12,elheat12,empl12,fam10,farms10,farms11,farms12,fastfd11,female10,femhhs10,file_ID,filename,fore10,fore11,fore12,gunhom11,gunhom12,heatgas12,hfai12,hh25inc12,hh40inc12,hh60inc12,hh75inc12,hhchpov12,hhm7512,hhpov12,hhs10,hhsize10,histax12,homtax11,homtax12,hsaalg10,hsaalg11,hsaalg12,hsabio10,hsabio11,hsabio12,hsaeng10,hsaeng11,hsaeng12,hsagov10,hsagov11,hsattend10,hsattend11,hsattend12,hsdipl12,hsenrol11,hsenrol12,hstud10,hstud11,hstud12,juvarr11,juvdrug11,juvviol11,leadtest10,leadtest11,leadtest12,lesshs12,libcard11,libcard12,lifeexp11,lifeexp12,liquor11,liquor12,male10,math310,math311,math312,math510,math511,math512,math810,math811,math812,mattend10,mattend11,mattend12,menrol11,menrol12,mhhi12,mort14_11,mort1_11,mort1_12,mort24_11,mort24_12,mort44_11,mort44_12,mort64_11,mort64_12,mort84_11,mort84_12,mort85_11,mort85_12,mort_14_12,narc11,neibus10,neibus11,neibus12,neiemp10,neiemp11,neiemp12,neiind10,neiind11,neiind12,nilf12,nomail10,nomail11,nomail12,novhcl12,numbus10,numbus11,numbus12,othrcom12,ownroc10,ownroc11,ownroc12,owntax11,owntax12,p2more10,paa10,pasi10,phisp10,ppac10,prenatal10,prenatal11,prenatal12,prop11,prop12,pubtran12,pwhite10,racdiv10,read310,read311,read312,read510,read511,read512,read810,read811,read812,ready11,ready12,regvote10,regvote12,reosa11,reosa12,resrehab10,resrehab11,resrehab12,salepr10,salepr11,salepr12,sclemp12,sclsw11,sclsw12,shomes10,shomes11,shomes12,shoot11,smlbus10,smlbus11,smlbus12,somecol12,sped10,sped11,sped12,susp10,susp11,susp12,tanf11,tanf12,teenbir10,teenbir11,teenbir12,termbir10,termbir11,termbir12,totalres10,totalres11,totalres12,totemp10,totemp11,totemp12,tpop10,trav14_12,trav29_12,trav44_12,trav45_12,trees07,unempl12,unempr12,vacant10,vacant11,vacant12,vio10,vio11,vio12,viol10,viol11,viol12,voted10,voted12,walked12,waterc11,weather10,weather11,weather12,wlksc11,wrkout10,wrkout11,wstud10,wstud11,wstud12
Upton/Druid Heights,,,,,,,,,,,,,,,19.9,12.1,9.2,48.6,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,,,,,"5,721",77.4,1,raw_data/csv/VS Census 2010-2012.csv,,,,,,,,66.3,9.4,9.9,6.7,55.1,7.6,49.5," 	4,439 ",2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,621",,,,,,,,,,,,,,," 	14,784.62 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,92.4,0.6,1.4,0.4,,,,,,,3.9,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Village/Pigtown,,,,,,,,,,,,,,,13.8,11.3,7.2,59.5,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,,,,,"2,760",56.1,1,raw_data/csv/VS Census 2010-2012.csv,,,,,,,,30.5,14.4,20.6,11.1,35.1,23.4,25.3," 	2,273 ",2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,743",,,,,,,,,,,,,,," 	44,933.22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,49.0,5.3,3.4,0.7,,,,,,,39.1,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westport/Mount Winans/Lakeland,,,,,,,,,,,,,,,20.7,10.9,8.7,51.3,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,,,,,"3,672",55.4,1,raw_data/csv/VS Census 2010-2012.csv,,,,,,,,33.8,14.6,20.1,7.0,33.1,24.4,23.6," 	2,499 ",2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,447",,,,,,,,,,,,,,," 	42,726.73 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,65.5,2.0,13.1,0.4,,,,,,,17.2,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baltimore City,,,,,,,,,,,,,,,14.9,12.6,6.6,54.2,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,,,,,328712,54.9,1,raw_data/csv/VS Census 2010-2012.csv,,,,,,,,34.9,16.1,16.2,9.1,33.4,23.7,18.8," 	249,903 ",2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"292,249",,,,,,,,,,,,,,," 	40,803.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,63.8,2.3,4.2,0.5,,,,,,,28.3,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"620,961",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Number of Automobile Accident Calls for Service per 1,000 Residents (2011)",,,,"Number of Common Assault Calls for Service per 1,000 Residents (2011)",,,,,,,,,,,,,,,,"Part 1 Crime Rate per 1,000 Residents (2010)","Part 1 Crime Rate per 1,000 Residents (2011)","Part 1 Crime Rate per 1,000 Residents (2012)",,,,,,,,,"Domestic Violence Calls For Service per 1,000 Residents (2010)","Domestic Violence Calls For Service per 1,000 Residents (2011)",,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,"Rate of Gun Homicides per 1,000 Residents (2011)","Rate of Gun Homicides per 1,000 Residents (2012)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juvenile Arrest Rate per 1,000 Juveniles (2011)","Juvenile Arrest Rate for Drug-Related Offenses per 1,000 Juveniles (2011)","Juvenile Arrest Rate for Violent Offenses per 1,000 Juveniles (2011)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Number of Narcotics Calls for Service per 1,000 Residents (2011)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Property Crime Rate per 1,000 Residents (2011)","Property Crime Rate per 1,000 Residents (2012)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Number of Shootings per 1,000 Residents (2011)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Violent Crime Rate per 1,000 Residents (2010)","Violent Crime Rate per 1,000 Residents  (2011)","Violent Crime Rate per 1,000 Residents (2012)",,,,,,,,,,,,,
Allendale/Irvington/S. Hilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,84.4,,,,,,,,,,,,,,,,40.6,46.2,45.4,,,,,,,,,59.4,65.4,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8,22.2,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,12.5,13.9,,,,,,,,,,,,,
Beechfield/Ten Hills/West Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,,,,51.2,,,,,,,,,,,,,,,,33.6,36.1,36.6,,,,,,,,,47.9,44.8,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,5.3,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,7.2,7.0,,,,,,,,,,,,,
Belair-Edison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4,,,,77.6,,,,,,,,,,,,,,,,50.3,57.1,52.7,,,,,,,,,51.1,57.8,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8,16.2,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,14.1,14.9,,,,,,,,,,,,,
Brooklyn/Curtis Bay/Hawkins Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,,,,158.5,,,,,,,,,,,,,,,,81.7,79.1,62.1,,,,,,,,,68.0,74.1,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,30.8,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,21.3,15.2,,,,,,,,,,,,,
Canton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,46.2,,,,,,,,,,,,,,,,61.0,64.8,57.9,,,,,,,,,34.3,39.6,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5,7.4,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,7.7,6.7,,,,,,,,,,,,,
Cedonia/Frankford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,,,,10.7,,,,,,,,,,,,,,,,43.7,48.4,46.7,,,,,,,,,60.2,70.2,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,10.7,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,11.3,12.1,,,,,,,,,,,,,
Cherry Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,,,110.2,,,,,,,,,,,,,,,,60.0,64.7,59.1,,,,,,,,,62.9,71.1,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6,29.4,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,22.2,19.6,,,,,,,,,,,,,
Chinquapin Park/Belvedere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9,,,,60.1,,,,,,,,,,,,,,,,43.6,33.4,44.5,,,,,,,,,39.7,44.2,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,7.3,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,7.1,9.0,,,,,,,,,,,,,
Claremont/Armistead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1,,,,10.9,,,,,,,,,,,,,,,,52.6,63.2,49.0,,,,,,,,,60.4,68.8,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,3.3,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,12.6,8.9,,,,,,,,,,,,,
Clifton-Berea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,121.0,,,,,,,,,,,,,,,,57.9,61.0,56.4,,,,,,,,,49.7,63.5,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.9,63.7,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,23.5,20.0,,,,,,,,,,,,,
Cross-Country/Cheswolde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,12.2,,,,,,,,,,,,,,,,15.4,15.3,14.7,,,,,,,,,22.6,19.4,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,0.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.2,1.2,,,,,,,,,,,,,
Dickeyville/Franklintown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,67.5,,,,,,,,,,,,,,,,49.5,42.2,38.0,,,,,,,,,55.4,57.5,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,11.3,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,6.1,8.5,,,,,,,,,,,,,
Dorchester/Ashburton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,,,,82.7,,,,,,,,,,,,,,,,52.4,50.7,48.7,,,,,,,,,51.6,49.0,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3,14.3,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.3,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,16.4,13.5,,,,,,,,,,,,,
Downtown/Seton Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.2,,,,599.1,,,,,,,,,,,,,,,,424.4,417.4,331.4,,,,,,,,,91.9,102.2,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.6,227.8,355.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.3,266.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9,94.1,64.8,,,,,,,,,,,,,
Edmondson Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,,,,60.6,,,,,,,,,,,,,,,,28.5,40.5,43.8,,,,,,,,,43.4,43.2,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7,29.9,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,10.1,11.1,,,,,,,,,,,,,
Fells Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,,,,74.8,,,,,,,,,,,,,,,,62.3,87.8,91.0,,,,,,,,,40.5,39.9,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,3.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,17.5,17.5,,,,,,,,,,,,,
Forest Park/Walbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,,,,74.1,,,,,,,,,,,,,,,,48.7,45.3,46.8,,,,,,,,,51.4,51.1,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,5.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,11.8,11.8,,,,,,,,,,,,,
Glen-Fallstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6,,,,70.7,,,,,,,,,,,,,,,,53.6,51.6,55.0,,,,,,,,,47.2,49.3,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,8.3,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,11.4,13.3,,,,,,,,,,,,,
Greater Charles Village/Barclay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9,,,,76.4,,,,,,,,,,,,,,,,74.3,67.3,69.2,,,,,,,,,43.3,41.3,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,46.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,15.2,16.2,,,,,,,,,,,,,
Greater Govans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1,,,,66.9,,,,,,,,,,,,,,,,42.2,38.2,44.4,,,,,,,,,45.0,42.6,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8,13.9,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,9.2,11.2,,,,,,,,,,,,,
Greater Mondawmin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.3,,,,132.5,,,,,,,,,,,,,,,,112.4,107.1,98.6,,,,,,,,,62.5,65.5,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.4,38.7,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.1,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,22.0,27.6,,,,,,,,,,,,,
Greater Roland Park/Poplar Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3,,,,15.6,,,,,,,,,,,,,,,,32.1,28.6,29.4,,,,,,,,,32.5,29.0,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,3.1,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.7,2.0,,,,,,,,,,,,,
Greater Rosemont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,,,,114.8,,,,,,,,,,,,,,,,63.5,66.4,60.0,,,,,,,,,64.3,62.6,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.9,36.7,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,19.0,16.9,,,,,,,,,,,,,
Greenmount East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.9,,,,133.1,,,,,,,,,,,,,,,,57.4,67.4,87.5,,,,,,,,,50.0,63.1,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.6,66.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,22.7,26.1,,,,,,,,,,,,,
Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,,,,10.5,,,,,,,,,,,,,,,,40.8,45.4,42.1,,,,,,,,,42.5,43.8,,,,,,,,,,,,,,,,,,,,,,2,raw_data/csv/VS Crime 2010-2012.csv,,,,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,3.3,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,7.5,7.2,,,,,,,,,,,,,
